UniProtID	GO_ID	GO_Name	GO_Aspect
A0A2K3CUY0	GO:0004252	serine-type endopeptidase activity	molecular_function
A0A2K3CSQ6	GO:0003877	ATP:ADP adenylyltransferase activity	molecular_function
A0A2K3CSQ6	GO:0004780	sulfate adenylyltransferase (ADP) activity	molecular_function
A0A2K3CSQ6	GO:0008796	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function
A0A2K3CVN3	GO:0016746	acyltransferase activity	molecular_function
A8JF80	GO:0004674	protein serine/threonine kinase activity	molecular_function
A8JF80	GO:0004674	protein serine/threonine kinase activity	molecular_function
A8JF80	GO:0016301	kinase activity	molecular_function
A0A2K3CW39	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	molecular_function
A0A2K3CVK9	GO:0004842	ubiquitin-protein transferase activity	molecular_function
A0A2K3CTB1	GO:0005044	scavenger receptor activity	molecular_function
A0A2K3CSZ5	GO:0008168	methyltransferase activity	molecular_function
A0A2K3CSZ5	GO:0008173	RNA methyltransferase activity	molecular_function
A0A2K3CUM9	GO:0005381	iron ion transmembrane transporter activity	molecular_function
A0A2K3CTS8	GO:0003824	catalytic activity	molecular_function
A0A2K3CTS8	GO:0004114	3',5'-cyclic-nucleotide phosphodiesterase activity	molecular_function
A0A2K3CTS8	GO:0004115	3',5'-cyclic-AMP phosphodiesterase activity	molecular_function
A0A2K3CTS8	GO:0016787	hydrolase activity	molecular_function
A0A2K3CTS8	GO:0047555	3',5'-cyclic-GMP phosphodiesterase activity	molecular_function
A0A2K3CTR5	GO:0003824	catalytic activity	molecular_function
A0A2K3CTR5	GO:0004114	3',5'-cyclic-nucleotide phosphodiesterase activity	molecular_function
A0A2K3CTR5	GO:0016787	hydrolase activity	molecular_function
A0A2K3CU61	GO:0004842	ubiquitin-protein transferase activity	molecular_function
A0A2K3CVG0	GO:0016746	acyltransferase activity	molecular_function
A0A2K3CVG0	GO:0033819	lipoyl(octanoyl) transferase activity	molecular_function
A0A2K3CVG0	GO:0033819	lipoyl(octanoyl) transferase activity	molecular_function
A0A2K3CTL5	GO:0004672	protein kinase activity	molecular_function
A0A2K3CTL5	GO:0004674	protein serine/threonine kinase activity	molecular_function
Q6V8K6	GO:0004672	protein kinase activity	molecular_function
Q6V8K6	GO:0004674	protein serine/threonine kinase activity	molecular_function
Q6V8K6	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3CVM2	GO:0004672	protein kinase activity	molecular_function
A0A2K3CVM2	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3CVM2	GO:0004676	3-phosphoinositide-dependent protein kinase activity	molecular_function
A0A2K3CVM2	GO:0004677	DNA-dependent protein kinase activity	molecular_function
A0A2K3CVM2	GO:0004679	AMP-activated protein kinase activity	molecular_function
A0A2K3CVM2	GO:0004694	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function
A0A2K3CVM2	GO:0004711	ribosomal protein S6 kinase activity	molecular_function
A0A2K3CVM2	GO:0035175	histone H3S10 kinase activity	molecular_function
A0A2K3CVM2	GO:0035402	histone H3T11 kinase activity	molecular_function
A0A2K3CVM2	GO:0035403	histone H3T6 kinase activity	molecular_function
A0A2K3CVM2	GO:0035979	histone H2AXS139 kinase activity	molecular_function
A0A2K3CVM2	GO:0044022	histone H3S28 kinase activity	molecular_function
A0A2K3CVM2	GO:0044023	histone H4S1 kinase activity	molecular_function
A0A2K3CVM2	GO:0044024	histone H2AS1 kinase activity	molecular_function
A0A2K3CVM2	GO:0044025	histone H2BS14 kinase activity	molecular_function
A0A2K3CVM2	GO:0072354	histone H3T3 kinase activity	molecular_function
A0A2K3CVM2	GO:0072371	histone H2AS121 kinase activity	molecular_function
A0A2K3CVM2	GO:0072518	Rho-dependent protein serine/threonine kinase activity	molecular_function
A0A2K3CVM2	GO:0140823	histone H2BS36 kinase activity	molecular_function
A0A2K3CVM2	GO:0140855	histone H3S57 kinase activity	molecular_function
A0A2K3CVM2	GO:0140857	histone H3T45 kinase activity	molecular_function
A0A2K3CVM2	GO:1990244	histone H2AT120 kinase activity	molecular_function
A8J9G6	GO:0009055	electron transfer activity	molecular_function
A0A2K3CUB1	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3CUB1	GO:0004691	cAMP-dependent protein kinase activity	molecular_function
A0A2K3CUV9	GO:0004672	protein kinase activity	molecular_function
A0A2K3CUV9	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3CUV9	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3CUI6	GO:0005216	monoatomic ion channel activity	molecular_function
A0A2K3CUI6	GO:0005262	calcium channel activity	molecular_function
A0A2K3CTF9	GO:0004197	cysteine-type endopeptidase activity	molecular_function
A0A2K3CTF9	GO:0008234	cysteine-type peptidase activity	molecular_function
A0A2K3CU99	GO:0016301	kinase activity	molecular_function
A0A2K3CU99	GO:0019202	amino acid kinase activity	molecular_function
A0A2K3CVX2	GO:0004497	monooxygenase activity	molecular_function
A0A2K3CVX2	GO:0010291	beta-carotene 3-hydroxylase activity	molecular_function
A0A2K3CVX2	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	molecular_function
A0A2K3CW27	GO:0004525	ribonuclease III activity	molecular_function
A0A2K3CSU5	GO:0045158	electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity	molecular_function
Q69B19	GO:0004550	nucleoside diphosphate kinase activity	molecular_function
Q69B19	GO:0016301	kinase activity	molecular_function
A0A2K3CV50	GO:0016787	hydrolase activity	molecular_function
A0A2K3CUR4	GO:0015276	ligand-gated monoatomic ion channel activity	molecular_function
A0A2K3CUR4	GO:0038023	signaling receptor activity	molecular_function
A8JBG7	GO:0005484	SNAP receptor activity	molecular_function
A8JBG7	GO:0005484	SNAP receptor activity	molecular_function
A0A2K3CVF2	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function
A8JAD5	GO:0016301	kinase activity	molecular_function
A8JAD5	GO:0016301	kinase activity	molecular_function
A0A2K3CT85	GO:0003756	protein disulfide isomerase activity	molecular_function
A0A2K3CW67	GO:0003743	translation initiation factor activity	molecular_function
A0A2K3CW67	GO:0005085	guanyl-nucleotide exchange factor activity	molecular_function
A0A2K3CW67	GO:0003743	translation initiation factor activity	molecular_function
A0A2K3CSC4	GO:0004672	protein kinase activity	molecular_function
A0A2K3CSC4	GO:0016301	kinase activity	molecular_function
A0A2K3CUH8	GO:0008276	protein methyltransferase activity	molecular_function
A0A2K3CTJ7	GO:0004683	calcium/calmodulin-dependent protein kinase activity	molecular_function
A0A2K3CTM1	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	molecular_function
B9VMA7	GO:0032977	membrane insertase activity	molecular_function
B9VMA7	GO:0032977	membrane insertase activity	molecular_function
A0A2K3CTR6	GO:0004373	alpha-1,4-glucan glucosyltransferase (UDP-glucose donor) activity	molecular_function
A0A2K3CTR6	GO:0016757	glycosyltransferase activity	molecular_function
A8JBE2	GO:0004364	glutathione transferase activity	molecular_function
A8JBE2	GO:0004364	glutathione transferase activity	molecular_function
A0A2K3CW13	GO:0008324	monoatomic cation transmembrane transporter activity	molecular_function
A0A2K3CTV4	GO:0016740	transferase activity	molecular_function
A0A2K3CTV4	GO:0016779	nucleotidyltransferase activity	molecular_function
A0A2K3CSR1	GO:0008324	monoatomic cation transmembrane transporter activity	molecular_function
A0A2K3CSR1	GO:0015297	antiporter activity	molecular_function
A0A2K3CSR1	GO:0015369	calcium:proton antiporter activity	molecular_function
A0A2K3CSR1	GO:0015369	calcium:proton antiporter activity	molecular_function
A0A2K3CN86	GO:0004672	protein kinase activity	molecular_function
A0A2K3CMU3	GO:0004672	protein kinase activity	molecular_function
A0A2K3CMU3	GO:0004672	protein kinase activity	molecular_function
A0A2K3CMU3	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3CMU6	GO:0061630	ubiquitin protein ligase activity	molecular_function
A0A2K3CMV5	GO:0003824	catalytic activity	molecular_function
A0A2K3CMV5	GO:0016787	hydrolase activity	molecular_function
A0A2K3CMW1	GO:0004252	serine-type endopeptidase activity	molecular_function
A0A2K3CMW1	GO:0008233	peptidase activity	molecular_function
A0A2K3CMQ0	GO:0015095	magnesium ion transmembrane transporter activity	molecular_function
A0A2K3CMQ0	GO:0046873	metal ion transmembrane transporter activity	molecular_function
A0A2K3CMR1	GO:0008168	methyltransferase activity	molecular_function
A0A2K3CMR1	GO:0008173	RNA methyltransferase activity	molecular_function
A0A2K3CN09	GO:0004806	triacylglycerol lipase activity	molecular_function
A0A2K3CN09	GO:0016787	hydrolase activity	molecular_function
A0A2K3CNF2	GO:0003824	catalytic activity	molecular_function
A0A2K3CNF2	GO:0004132	dCMP deaminase activity	molecular_function
A0A2K3CNF2	GO:0016787	hydrolase activity	molecular_function
A0A2K3CNF8	GO:0016787	hydrolase activity	molecular_function
A0A2K3CNE3	GO:0003954	NADH dehydrogenase activity	molecular_function
A0A2K3CNE3	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3CNE3	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3CNE3	GO:0050136	NADH:ubiquinone reductase (non-electrogenic) activity	molecular_function
A0A2K3CNE8	GO:0003954	NADH dehydrogenase activity	molecular_function
A0A2K3CNE8	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3CNE8	GO:0050136	NADH:ubiquinone reductase (non-electrogenic) activity	molecular_function
A0A2K3CNF0	GO:0003954	NADH dehydrogenase activity	molecular_function
A0A2K3CNF0	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3CNF0	GO:0050136	NADH:ubiquinone reductase (non-electrogenic) activity	molecular_function
A0A2K3CND7	GO:0003954	NADH dehydrogenase activity	molecular_function
A0A2K3CND7	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3CND7	GO:0050136	NADH:ubiquinone reductase (non-electrogenic) activity	molecular_function
A0A2K3CNE1	GO:0003774	cytoskeletal motor activity	molecular_function
A0A2K3CNE1	GO:0003777	microtubule motor activity	molecular_function
A0A2K3CNE1	GO:0003777	microtubule motor activity	molecular_function
A0A2K3CNE1	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3CNC9	GO:0004672	protein kinase activity	molecular_function
A0A2K3CNF4	GO:0004672	protein kinase activity	molecular_function
A0A2K3CNF4	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3CNG6	GO:0004672	protein kinase activity	molecular_function
A0A2K3CNF6	GO:0004672	protein kinase activity	molecular_function
A0A2K3CNG3	GO:0004672	protein kinase activity	molecular_function
A0A2K3CND5	GO:0004252	serine-type endopeptidase activity	molecular_function
A0A2K3CND5	GO:0008236	serine-type peptidase activity	molecular_function
A0A2K3CNH7	GO:0005049	nuclear export signal receptor activity	molecular_function
A0A2K3CNF1	GO:0003700	DNA-binding transcription factor activity	molecular_function
A0A2K3CND9	GO:0004672	protein kinase activity	molecular_function
A0A2K3CND9	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3CND9	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3CND9	GO:0004672	protein kinase activity	molecular_function
A0A2K3CND9	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3CND9	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3CNE2	GO:0004672	protein kinase activity	molecular_function
A0A2K3CNE2	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3CNE2	GO:0004672	protein kinase activity	molecular_function
A0A2K3CNE2	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3CNE7	GO:0004672	protein kinase activity	molecular_function
A0A2K3CNE7	GO:0004672	protein kinase activity	molecular_function
A0A2K3CND8	GO:0004672	protein kinase activity	molecular_function
A0A2K3CND8	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3CND8	GO:0004683	calcium/calmodulin-dependent protein kinase activity	molecular_function
A0A2K3CND8	GO:0009931	calcium-dependent protein serine/threonine kinase activity	molecular_function
A0A2K3CMY7	GO:0003678	DNA helicase activity	molecular_function
A0A2K3CMY7	GO:0004386	helicase activity	molecular_function
A0A2K3CMY7	GO:0009378	four-way junction helicase activity	molecular_function
A0A2K3CMY7	GO:0016787	hydrolase activity	molecular_function
A0A2K3CMY7	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3CMY7	GO:0036121	double-stranded DNA helicase activity	molecular_function
A0A2K3CMY7	GO:0061749	forked DNA-dependent helicase activity	molecular_function
A0A2K3CMY7	GO:1990518	single-stranded 3'-5' DNA helicase activity	molecular_function
A0A2K3DML9	GO:0008168	methyltransferase activity	molecular_function
A0A2K3DRH0	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DRH0	GO:0004676	3-phosphoinositide-dependent protein kinase activity	molecular_function
A0A2K3DRH0	GO:0004677	DNA-dependent protein kinase activity	molecular_function
A0A2K3DRH0	GO:0004679	AMP-activated protein kinase activity	molecular_function
A0A2K3DRH0	GO:0004694	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function
A0A2K3DRH0	GO:0004711	ribosomal protein S6 kinase activity	molecular_function
A0A2K3DRH0	GO:0016301	kinase activity	molecular_function
A0A2K3DRH0	GO:0035175	histone H3S10 kinase activity	molecular_function
A0A2K3DRH0	GO:0035402	histone H3T11 kinase activity	molecular_function
A0A2K3DRH0	GO:0035403	histone H3T6 kinase activity	molecular_function
A0A2K3DRH0	GO:0035979	histone H2AXS139 kinase activity	molecular_function
A0A2K3DRH0	GO:0044022	histone H3S28 kinase activity	molecular_function
A0A2K3DRH0	GO:0044023	histone H4S1 kinase activity	molecular_function
A0A2K3DRH0	GO:0044024	histone H2AS1 kinase activity	molecular_function
A0A2K3DRH0	GO:0044025	histone H2BS14 kinase activity	molecular_function
A0A2K3DRH0	GO:0072354	histone H3T3 kinase activity	molecular_function
A0A2K3DRH0	GO:0072371	histone H2AS121 kinase activity	molecular_function
A0A2K3DRH0	GO:0072518	Rho-dependent protein serine/threonine kinase activity	molecular_function
A0A2K3DRH0	GO:0140823	histone H2BS36 kinase activity	molecular_function
A0A2K3DRH0	GO:0140855	histone H3S57 kinase activity	molecular_function
A0A2K3DRH0	GO:0140857	histone H3T45 kinase activity	molecular_function
A0A2K3DRH0	GO:1990244	histone H2AT120 kinase activity	molecular_function
A8HVV8	GO:0051119	sugar transmembrane transporter activity	molecular_function
A0A2K3DNE0	GO:0051119	sugar transmembrane transporter activity	molecular_function
A0A2K3DP78	GO:0016757	glycosyltransferase activity	molecular_function
A0A2K3DQG5	GO:0016787	hydrolase activity	molecular_function
A0A2K3DQV3	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3DQH9	GO:0004372	glycine hydroxymethyltransferase activity	molecular_function
A0A2K3DQH9	GO:0004372	glycine hydroxymethyltransferase activity	molecular_function
A0A2K3DQH9	GO:0016740	transferase activity	molecular_function
A0A2K3DPL2	GO:0003714	transcription corepressor activity	molecular_function
A0A2K3DPL2	GO:0003714	transcription corepressor activity	molecular_function
A0A2K3DPX5	GO:0022857	transmembrane transporter activity	molecular_function
A0A2K3DNI0	GO:0016787	hydrolase activity	molecular_function
A0A2K3DNI0	GO:0017110	nucleoside diphosphate phosphatase activity	molecular_function
A0A2K3DNJ4	GO:0016787	hydrolase activity	molecular_function
A0A2K3DN18	GO:0016740	transferase activity	molecular_function
A0A2K3DN18	GO:0016740	transferase activity	molecular_function
A0A2K3DNJ6	GO:0004672	protein kinase activity	molecular_function
A0A2K3DNJ6	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DN78	GO:0004672	protein kinase activity	molecular_function
A0A2K3DN78	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DP38	GO:0016432	tRNA-uridine aminocarboxypropyltransferase activity	molecular_function
A0A2K3DP38	GO:0016740	transferase activity	molecular_function
A8J1Y2	GO:0004180	carboxypeptidase activity	molecular_function
A8J1Y2	GO:0004185	serine-type carboxypeptidase activity	molecular_function
A8J1Y2	GO:0004185	serine-type carboxypeptidase activity	molecular_function
A0A2K3DMH1	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3DMH1	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3DRA2	GO:0005096	GTPase activator activity	molecular_function
A0A2K3DN75	GO:0003743	translation initiation factor activity	molecular_function
A0A2K3DNZ9	GO:0016787	hydrolase activity	molecular_function
Q7X7A7	GO:0004623	phospholipase A2 activity	molecular_function
A8J286	GO:0016787	hydrolase activity	molecular_function
A8J286	GO:0047631	ADP-ribose diphosphatase activity	molecular_function
A8J286	GO:0016787	hydrolase activity	molecular_function
A8J286	GO:0047631	ADP-ribose diphosphatase activity	molecular_function
A8J2E9	GO:0003824	catalytic activity	molecular_function
A8J2E9	GO:0004458	D-lactate dehydrogenase (cytochrome) activity	molecular_function
A8J2E9	GO:0008720	D-lactate dehydrogenase activity	molecular_function
A0A2K3DQS1	GO:0004672	protein kinase activity	molecular_function
A0A2K3DQS1	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DQS1	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DQR3	GO:0004620	phospholipase activity	molecular_function
A0A2K3DQ43	GO:0061630	ubiquitin protein ligase activity	molecular_function
A0A2K3DR65	GO:0038023	signaling receptor activity	molecular_function
A0A2K3DPX4	GO:0004601	peroxidase activity	molecular_function
A0A2K3DPX4	GO:0004601	peroxidase activity	molecular_function
A0A2K3DPX4	GO:0016688	L-ascorbate peroxidase activity	molecular_function
A8JFI8	GO:0016740	transferase activity	molecular_function
A8JFI8	GO:0061631	ubiquitin conjugating enzyme activity	molecular_function
A0A2K3DNT2	GO:0016757	glycosyltransferase activity	molecular_function
A0A2K3DNC5	GO:0003713	transcription coactivator activity	molecular_function
A8IMV0	GO:0004864	protein phosphatase inhibitor activity	molecular_function
A0A2K3DN10	GO:0004175	endopeptidase activity	molecular_function
A0A2K3DN10	GO:0008236	serine-type peptidase activity	molecular_function
A0A2K3DQF8	GO:0008519	ammonium channel activity	molecular_function
A0A2K3DQF8	GO:0008519	ammonium channel activity	molecular_function
A0A2K3DM57	GO:0004843	cysteine-type deubiquitinase activity	molecular_function
A0A2K3DM57	GO:0008234	cysteine-type peptidase activity	molecular_function
A0A2K3DR69	GO:0016757	glycosyltransferase activity	molecular_function
A0A2K3DR69	GO:0016757	glycosyltransferase activity	molecular_function
A0A2K3DPT0	GO:0004176	ATP-dependent peptidase activity	molecular_function
A0A2K3DPT0	GO:0004176	ATP-dependent peptidase activity	molecular_function
A0A2K3DPT0	GO:0004252	serine-type endopeptidase activity	molecular_function
A0A2K3DPT0	GO:0008236	serine-type peptidase activity	molecular_function
A0A2K3DPT0	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3DML5	GO:0016787	hydrolase activity	molecular_function
A0A2K3DM13	GO:0003924	GTPase activity	molecular_function
A8HYG8	GO:0003861	3-isopropylmalate dehydratase activity	molecular_function
A8HYG8	GO:0016829	lyase activity	molecular_function
A8HYG8	GO:0016836	hydro-lyase activity	molecular_function
A0A2K3DPK8	GO:0016779	nucleotidyltransferase activity	molecular_function
A0A2K3DPE2	GO:0004672	protein kinase activity	molecular_function
A0A2K3DPE2	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DPE2	GO:0004676	3-phosphoinositide-dependent protein kinase activity	molecular_function
A0A2K3DPE2	GO:0004677	DNA-dependent protein kinase activity	molecular_function
A0A2K3DPE2	GO:0004679	AMP-activated protein kinase activity	molecular_function
A0A2K3DPE2	GO:0004683	calcium/calmodulin-dependent protein kinase activity	molecular_function
A0A2K3DPE2	GO:0004694	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function
A0A2K3DPE2	GO:0004711	ribosomal protein S6 kinase activity	molecular_function
A0A2K3DPE2	GO:0009931	calcium-dependent protein serine/threonine kinase activity	molecular_function
A0A2K3DPE2	GO:0035175	histone H3S10 kinase activity	molecular_function
A0A2K3DPE2	GO:0035402	histone H3T11 kinase activity	molecular_function
A0A2K3DPE2	GO:0035403	histone H3T6 kinase activity	molecular_function
A0A2K3DPE2	GO:0035979	histone H2AXS139 kinase activity	molecular_function
A0A2K3DPE2	GO:0044022	histone H3S28 kinase activity	molecular_function
A0A2K3DPE2	GO:0044023	histone H4S1 kinase activity	molecular_function
A0A2K3DPE2	GO:0044024	histone H2AS1 kinase activity	molecular_function
A0A2K3DPE2	GO:0044025	histone H2BS14 kinase activity	molecular_function
A0A2K3DPE2	GO:0072354	histone H3T3 kinase activity	molecular_function
A0A2K3DPE2	GO:0072371	histone H2AS121 kinase activity	molecular_function
A0A2K3DPE2	GO:0072518	Rho-dependent protein serine/threonine kinase activity	molecular_function
A0A2K3DPE2	GO:0140823	histone H2BS36 kinase activity	molecular_function
A0A2K3DPE2	GO:0140855	histone H3S57 kinase activity	molecular_function
A0A2K3DPE2	GO:0140857	histone H3T45 kinase activity	molecular_function
A0A2K3DPM5	GO:0004743	pyruvate kinase activity	molecular_function
A0A2K3DPM5	GO:0004743	pyruvate kinase activity	molecular_function
A0A2K3DPM5	GO:0016301	kinase activity	molecular_function
A0A2K3DNS0	GO:0005254	chloride channel activity	molecular_function
A0A2K3DQN1	GO:0003678	DNA helicase activity	molecular_function
A0A2K3DQN1	GO:0004386	helicase activity	molecular_function
A0A2K3DQN1	GO:0009378	four-way junction helicase activity	molecular_function
A0A2K3DQN1	GO:0016787	hydrolase activity	molecular_function
A0A2K3DQN1	GO:0016853	isomerase activity	molecular_function
A0A2K3DQN1	GO:0036121	double-stranded DNA helicase activity	molecular_function
A0A2K3DQN1	GO:0043138	3'-5' DNA helicase activity	molecular_function
A0A2K3DQN1	GO:0061749	forked DNA-dependent helicase activity	molecular_function
A0A2K3DQN1	GO:1990518	single-stranded 3'-5' DNA helicase activity	molecular_function
A0A2K3DNR6	GO:0004407	histone deacetylase activity	molecular_function
A0A2K3DNR6	GO:0004407	histone deacetylase activity	molecular_function
A0A2K3DNR6	GO:0016787	hydrolase activity	molecular_function
A0A2K3DNR6	GO:0031078	histone H3K14 deacetylase activity, hydrolytic mechanism	molecular_function
A0A2K3DNR6	GO:0032129	histone H3K9 deacetylase activity, hydrolytic mechanism	molecular_function
A0A2K3DNR6	GO:0034739	histone H4K16 deacetylase activity, hydrolytic mechanism	molecular_function
A0A2K3DNR6	GO:0140937	histone H4K12 deacetylase activity, hydrolytic mechanism	molecular_function
A0A2K3DNR6	GO:0180032	histone H4K5 deacetylase activity, hydrolytic mechanism	molecular_function
A0A2K3DNR6	GO:0180033	histone H4K8 deacetylase activity, hydrolytic mechanism	molecular_function
A0A2K3DNR6	GO:1990162	histone H3K4 deacetylase activity, hydrolytic mechanism	molecular_function
A0A2K3DRC6	GO:0003743	translation initiation factor activity	molecular_function
A0A2K3DRC6	GO:0003743	translation initiation factor activity	molecular_function
A0A2K3DMF3	GO:0004386	helicase activity	molecular_function
A0A2K3DMF3	GO:0016787	hydrolase activity	molecular_function
A0A2K3DMF3	GO:0043139	5'-3' DNA helicase activity	molecular_function
A8ILX2	GO:0003924	GTPase activity	molecular_function
A0A2K3DR41	GO:0004386	helicase activity	molecular_function
A8ILW6	GO:0016757	glycosyltransferase activity	molecular_function
A0A2K3DQK2	GO:0016301	kinase activity	molecular_function
A0A2K3DQI6	GO:0018549	methanethiol oxidase activity	molecular_function
A0A2K3DNV8	GO:0000309	nicotinamide-nucleotide adenylyltransferase activity	molecular_function
A0A2K3DNV8	GO:0016887	ATP hydrolysis activity	molecular_function
A8JFJ2	GO:0004760	L-serine-pyruvate transaminase activity	molecular_function
A8JFJ2	GO:0008453	alanine-glyoxylate transaminase activity	molecular_function
A8JFJ2	GO:0008453	alanine-glyoxylate transaminase activity	molecular_function
A0A2K3DMX5	GO:0004843	cysteine-type deubiquitinase activity	molecular_function
A0A2K3DMX5	GO:0008234	cysteine-type peptidase activity	molecular_function
A0A2K3DRI3	GO:0038023	signaling receptor activity	molecular_function
A8J1W5	GO:0022857	transmembrane transporter activity	molecular_function
A8J1W5	GO:0022857	transmembrane transporter activity	molecular_function
A0A2K3DMN4	GO:0005345	purine nucleobase transmembrane transporter activity	molecular_function
A0A2K3DMN4	GO:0015205	nucleobase transmembrane transporter activity	molecular_function
A0A2K3DMJ5	GO:0003824	catalytic activity	molecular_function
A0A2K3DMJ5	GO:0016791	phosphatase activity	molecular_function
A0A2K3DP63	GO:0008234	cysteine-type peptidase activity	molecular_function
A8IMZ5	GO:0016851	magnesium chelatase activity	molecular_function
A8IMZ5	GO:0016874	ligase activity	molecular_function
A8IMZ5	GO:0016887	ATP hydrolysis activity	molecular_function
A8HXY3	GO:0008113	peptide-methionine (S)-S-oxide reductase activity	molecular_function
A8HXY3	GO:0016491	oxidoreductase activity	molecular_function
A0A2K3DPC0	GO:0003999	adenine phosphoribosyltransferase activity	molecular_function
A0A2K3DPC0	GO:0016757	glycosyltransferase activity	molecular_function
D5LAU0	GO:0003824	catalytic activity	molecular_function
D5LAU0	GO:0010487	thermospermine synthase activity	molecular_function
D5LAU0	GO:0010487	thermospermine synthase activity	molecular_function
D5LAU0	GO:0016740	transferase activity	molecular_function
A8HYA9	GO:0004333	fumarate hydratase activity	molecular_function
A8HYA9	GO:0004333	fumarate hydratase activity	molecular_function
A8HYA9	GO:0016829	lyase activity	molecular_function
A8HYA9	GO:0004333	fumarate hydratase activity	molecular_function
A8HYA9	GO:0004333	fumarate hydratase activity	molecular_function
A8HYA9	GO:0016829	lyase activity	molecular_function
A0A2K3DNT9	GO:0004485	methylcrotonoyl-CoA carboxylase activity	molecular_function
A0A2K3DNT9	GO:0016874	ligase activity	molecular_function
A0A2K3DLX1	GO:0004842	ubiquitin-protein transferase activity	molecular_function
A0A2K3DQP6	GO:0016491	oxidoreductase activity	molecular_function
A8INH4	GO:0004674	protein serine/threonine kinase activity	molecular_function
A8INH4	GO:0004674	protein serine/threonine kinase activity	molecular_function
A8INH4	GO:0004676	3-phosphoinositide-dependent protein kinase activity	molecular_function
A8INH4	GO:0004677	DNA-dependent protein kinase activity	molecular_function
A8INH4	GO:0004679	AMP-activated protein kinase activity	molecular_function
A8INH4	GO:0004694	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function
A8INH4	GO:0004711	ribosomal protein S6 kinase activity	molecular_function
A8INH4	GO:0035175	histone H3S10 kinase activity	molecular_function
A8INH4	GO:0035402	histone H3T11 kinase activity	molecular_function
A8INH4	GO:0035403	histone H3T6 kinase activity	molecular_function
A8INH4	GO:0035979	histone H2AXS139 kinase activity	molecular_function
A8INH4	GO:0044022	histone H3S28 kinase activity	molecular_function
A8INH4	GO:0044023	histone H4S1 kinase activity	molecular_function
A8INH4	GO:0044024	histone H2AS1 kinase activity	molecular_function
A8INH4	GO:0044025	histone H2BS14 kinase activity	molecular_function
A8INH4	GO:0072354	histone H3T3 kinase activity	molecular_function
A8INH4	GO:0072371	histone H2AS121 kinase activity	molecular_function
A8INH4	GO:0072518	Rho-dependent protein serine/threonine kinase activity	molecular_function
A8INH4	GO:0140823	histone H2BS36 kinase activity	molecular_function
A8INH4	GO:0140855	histone H3S57 kinase activity	molecular_function
A8INH4	GO:0140857	histone H3T45 kinase activity	molecular_function
A8INH4	GO:1990244	histone H2AT120 kinase activity	molecular_function
A0A2K3DMC0	GO:0003824	catalytic activity	molecular_function
A0A2K3DMC0	GO:0003824	catalytic activity	molecular_function
A0A2K3DNL0	GO:0016279	protein-lysine N-methyltransferase activity	molecular_function
A0A2K3DP43	GO:0003700	DNA-binding transcription factor activity	molecular_function
A0A2K3DP41	GO:0003700	DNA-binding transcription factor activity	molecular_function
A0A2K3DME7	GO:0000995	RNA polymerase III general transcription initiation factor activity	molecular_function
A8INY3	GO:0140490	microtubule nucleator activity	molecular_function
