RxnID,Pathway,fasta_id,smiles,pred_log10[kcat(s^-1)],pred_log10[Km(mM)],pred_log10[kcat/Km(s^-1mM^-1)]
MGDGD4DS1819Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ22_wild,O=O,0.537731409,-1.965953469,1.65201354
MGDGD4DS1819Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ23_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC1C(C(C(C(O1)CO)O)O)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\CC,1.201428413,-2.245114565,2.044377804
MGDGD4DS1819Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ23_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,0.996303439,-2.10280323,2.09087038
MGDGD4DS1819Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ23_wild,O=O,0.975109458,-1.921997309,1.850872755
MGDGD4DS1819Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ24_wild,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC1C(C(C(C(O1)CO)O)O)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\CC,1.605947137,-2.345495224,2.331240416
MGDGD4DS1819Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ24_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,1.504481316,-2.182448387,2.456698418
MGDGD4DS1819Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ24_wild,O=O,1.439333439,-2.030860424,2.160542011
MGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,A0A2K3CTD8_wild,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC(COC1C(C(C(C(O1)CO)O)O)O)COC(=O)CCCCC/C=C\C/C=C\CCCCC,1.08947134,-2.094783306,2.054003477
MGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,A0A2K3CTD8_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,1.025633931,-2.26697588,2.278147936
MGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,A0A2K3CTD8_wild,O=O,1.058802485,-2.072975636,2.015945673
MGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ21_wild,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC(COC1C(C(C(C(O1)CO)O)O)O)COC(=O)CCCCC/C=C\C/C=C\CCCCC,0.671028256,-2.016265392,1.759961486
MGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ21_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,0.770054519,-2.029510975,2.002682209
MGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ21_wild,O=O,0.768349051,-1.936388612,1.85402751
MGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ22_wild,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC(COC1C(C(C(C(O1)CO)O)O)O)COC(=O)CCCCC/C=C\C/C=C\CCCCC,0.530098975,-2.043736935,1.749581575
MGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ22_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,0.421995401,-2.162052155,1.883895159
MGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ22_wild,O=O,0.537731409,-1.965953469,1.65201354
MGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ23_wild,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC(COC1C(C(C(C(O1)CO)O)O)O)COC(=O)CCCCC/C=C\C/C=C\CCCCC,1.062106371,-1.987785578,1.870861769
MGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ23_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,0.996303439,-2.10280323,2.09087038
MGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ23_wild,O=O,0.975109458,-1.921997309,1.850872755
MGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ24_wild,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC(COC1C(C(C(C(O1)CO)O)O)O)COC(=O)CCCCC/C=C\C/C=C\CCCCC,1.492512941,-2.060007095,2.164321661
MGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ24_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,1.504481316,-2.182448387,2.456698418
MGDGD4DS1829Z12Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ24_wild,O=O,1.439333439,-2.030860424,2.160542011
MGDGD4DS1829Z12Z1644Z7Z10Z13Z,Glycerolipid metabolism,A0A2K3CTD8_wild,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\CC,1.075357199,-2.160205364,2.035518885
MGDGD4DS1829Z12Z1644Z7Z10Z13Z,Glycerolipid metabolism,A0A2K3CTD8_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,1.025633931,-2.26697588,2.278147936
MGDGD4DS1829Z12Z1644Z7Z10Z13Z,Glycerolipid metabolism,A0A2K3CTD8_wild,O=O,1.058802485,-2.072975636,2.015945673
MGDGD4DS1829Z12Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ21_wild,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\CC,0.654697239,-2.0642488,1.767733932
MGDGD4DS1829Z12Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ21_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,0.770054519,-2.029510975,2.002682209
MGDGD4DS1829Z12Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ21_wild,O=O,0.768349051,-1.936388612,1.85402751
MGDGD4DS1829Z12Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ22_wild,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\CC,0.53615582,-2.134534597,1.769190192
MGDGD4DS1829Z12Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ22_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,0.421995401,-2.162052155,1.883895159
MGDGD4DS1829Z12Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ22_wild,O=O,0.537731409,-1.965953469,1.65201354
MGDGD4DS1829Z12Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ23_wild,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\CC,1.019098043,-2.051303864,1.836128592
MGDGD4DS1829Z12Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ23_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,0.996303439,-2.10280323,2.09087038
MGDGD4DS1829Z12Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ23_wild,O=O,0.975109458,-1.921997309,1.850872755
MGDGD4DS1829Z12Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ24_wild,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)OC(=O)CCCCC/C=C\C/C=C\C/C=C\CC,1.413521886,-2.116312027,2.113931656
MGDGD4DS1829Z12Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ24_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,1.504481316,-2.182448387,2.456698418
MGDGD4DS1829Z12Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ24_wild,O=O,1.439333439,-2.030860424,2.160542011
MGDGD4DS1839Z12Z15Z1634Z7Z10Z,Glycerolipid metabolism,A0A2K3CTD8_wild,CCCCC/C=C\C/C=C\CCCCCC(=O)O[C@@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,1.131173611,-2.15575695,2.077080011
MGDGD4DS1839Z12Z15Z1634Z7Z10Z,Glycerolipid metabolism,A0A2K3CTD8_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,1.025633931,-2.26697588,2.278147936
MGDGD4DS1839Z12Z15Z1634Z7Z10Z,Glycerolipid metabolism,A0A2K3CTD8_wild,O=O,1.058802485,-2.072975636,2.015945673
MGDGD4DS1839Z12Z15Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ21_wild,CCCCC/C=C\C/C=C\CCCCCC(=O)O[C@@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,0.728840649,-2.068356276,1.807768583
MGDGD4DS1839Z12Z15Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ21_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,0.770054519,-2.029510975,2.002682209
MGDGD4DS1839Z12Z15Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ21_wild,O=O,0.768349051,-1.936388612,1.85402751
MGDGD4DS1839Z12Z15Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ22_wild,CCCCC/C=C\C/C=C\CCCCCC(=O)O[C@@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,0.610370576,-2.126788139,1.809074044
MGDGD4DS1839Z12Z15Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ22_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,0.421995401,-2.162052155,1.883895159
MGDGD4DS1839Z12Z15Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ22_wild,O=O,0.537731409,-1.965953469,1.65201354
MGDGD4DS1839Z12Z15Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ23_wild,CCCCC/C=C\C/C=C\CCCCCC(=O)O[C@@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,1.086871147,-2.038602591,1.872949243
MGDGD4DS1839Z12Z15Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ23_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,0.996303439,-2.10280323,2.09087038
MGDGD4DS1839Z12Z15Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ23_wild,O=O,0.975109458,-1.921997309,1.850872755
MGDGD4DS1839Z12Z15Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ24_wild,CCCCC/C=C\C/C=C\CCCCCC(=O)O[C@@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,1.473959208,-2.090373278,2.140459061
MGDGD4DS1839Z12Z15Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ24_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,1.504481316,-2.182448387,2.456698418
MGDGD4DS1839Z12Z15Z1634Z7Z10Z,Glycerolipid metabolism,Q2HZ24_wild,O=O,1.439333439,-2.030860424,2.160542011
MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,Glycerolipid metabolism,A0A2K3CTD8_wild,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)OC(=O)CC/C=C\C/C=C\C/C=C\CCCCC,1.141999841,-2.119654417,2.104156017
MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,Glycerolipid metabolism,A0A2K3CTD8_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,1.025633931,-2.26697588,2.278147936
MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,Glycerolipid metabolism,A0A2K3CTD8_wild,O=O,1.058802485,-2.072975636,2.015945673
MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ21_wild,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)OC(=O)CC/C=C\C/C=C\C/C=C\CCCCC,0.727083325,-2.036537409,1.829912424
MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ21_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,0.770054519,-2.029510975,2.002682209
MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ21_wild,O=O,0.768349051,-1.936388612,1.85402751
MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ22_wild,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)OC(=O)CC/C=C\C/C=C\C/C=C\CCCCC,0.584944606,-2.085850239,1.833879113
MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ22_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,0.421995401,-2.162052155,1.883895159
MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ22_wild,O=O,0.537731409,-1.965953469,1.65201354
MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ23_wild,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)OC(=O)CC/C=C\C/C=C\C/C=C\CCCCC,1.06403029,-2.007159948,1.894168854
MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ23_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,0.996303439,-2.10280323,2.09087038
MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ23_wild,O=O,0.975109458,-1.921997309,1.850872755
MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ24_wild,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)OC(=O)CC/C=C\C/C=C\C/C=C\CCCCC,1.465191603,-2.069818497,2.173457623
MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ24_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O,1.504481316,-2.182448387,2.456698418
MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,Glycerolipid metabolism,Q2HZ24_wild,O=O,1.439333439,-2.030860424,2.160542011
PAPA1601819Zh,Glycerolipid metabolism,A0A2K3D2Y2_wild,O,1.057217598,-0.269749463,0.752048135
PAPA1601819Zh,Glycerolipid metabolism,A0A2K3D2Y2_wild,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.41980499,-1.590604901,0.721697986
PAPA1601819Zh,Glycerolipid metabolism,A0A2K3DRZ1_wild,O,1.006178021,0.094286725,0.985103428
PAPA1601819Zh,Glycerolipid metabolism,A0A2K3DRZ1_wild,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.313227147,-0.742703795,0.601560652
PAPA1601819Zh,Glycerolipid metabolism,A0A2K3DT60_wild,O,1.188422441,0.042049475,1.091141462
PAPA1601819Zh,Glycerolipid metabolism,A0A2K3DT60_wild,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.153915912,-0.752907574,0.768484533
PAPA160h,Glycerolipid metabolism,A0A2K3D2Y2_wild,O,1.057217598,-0.269749463,0.752048135
PAPA160h,Glycerolipid metabolism,A0A2K3D2Y2_wild,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCCCCCC,-0.345195144,-1.462788343,0.821683705
PAPA160h,Glycerolipid metabolism,A0A2K3DRZ1_wild,O,1.006178021,0.094286725,0.985103428
PAPA160h,Glycerolipid metabolism,A0A2K3DRZ1_wild,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCCCCCC,-0.280327499,-0.700567365,0.668107629
PAPA160h,Glycerolipid metabolism,A0A2K3DT60_wild,O,1.188422441,0.042049475,1.091141462
PAPA160h,Glycerolipid metabolism,A0A2K3DT60_wild,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCCCCCC,-0.121882513,-0.654194057,0.857669055
PAPA1801819Zh,Glycerolipid metabolism,A0A2K3D2Y2_wild,O,1.057217598,-0.269749463,0.752048135
PAPA1801819Zh,Glycerolipid metabolism,A0A2K3D2Y2_wild,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.402359575,-1.54345417,0.735562086
PAPA1801819Zh,Glycerolipid metabolism,A0A2K3DRZ1_wild,O,1.006178021,0.094286725,0.985103428
PAPA1801819Zh,Glycerolipid metabolism,A0A2K3DRZ1_wild,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.299834311,-0.69850719,0.605449378
PAPA1801819Zh,Glycerolipid metabolism,A0A2K3DT60_wild,O,1.188422441,0.042049475,1.091141462
PAPA1801819Zh,Glycerolipid metabolism,A0A2K3DT60_wild,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC,-0.129015416,-0.715884864,0.777711391
PAPA18111Z160h,Glycerolipid metabolism,A0A2K3D2Y2_wild,O,1.057217598,-0.269749463,0.752048135
PAPA18111Z160h,Glycerolipid metabolism,A0A2K3D2Y2_wild,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)(O)O,-0.493324995,-1.763930082,0.815351367
PAPA18111Z160h,Glycerolipid metabolism,A0A2K3DRZ1_wild,O,1.006178021,0.094286725,0.985103428
PAPA18111Z160h,Glycerolipid metabolism,A0A2K3DRZ1_wild,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)(O)O,-0.353218228,-0.83039844,0.672215521
PAPA18111Z160h,Glycerolipid metabolism,A0A2K3DT60_wild,O,1.188422441,0.042049475,1.091141462
PAPA18111Z160h,Glycerolipid metabolism,A0A2K3DT60_wild,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)(O)O,-0.232648537,-0.860461116,0.862703681
PAPA18111Z1819Zh,Glycerolipid metabolism,A0A2K3D2Y2_wild,O,1.057217598,-0.269749463,0.752048135
PAPA18111Z1819Zh,Glycerolipid metabolism,A0A2K3D2Y2_wild,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)(O)O,-0.369918078,-1.68726635,0.820911884
PAPA18111Z1819Zh,Glycerolipid metabolism,A0A2K3DRZ1_wild,O,1.006178021,0.094286725,0.985103428
PAPA18111Z1819Zh,Glycerolipid metabolism,A0A2K3DRZ1_wild,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)(O)O,-0.229744911,-0.769285381,0.677752137
PAPA18111Z1819Zh,Glycerolipid metabolism,A0A2K3DT60_wild,O,1.188422441,0.042049475,1.091141462
PAPA18111Z1819Zh,Glycerolipid metabolism,A0A2K3DT60_wild,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)(O)O,-0.101480961,-0.782368481,0.849532604
PAPA1819Z160h,Glycerolipid metabolism,A0A2K3D2Y2_wild,O,1.057217598,-0.269749463,0.752048135
PAPA1819Z160h,Glycerolipid metabolism,A0A2K3D2Y2_wild,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)O,-0.450902075,-1.673120141,0.8196491
PAPA1819Z160h,Glycerolipid metabolism,A0A2K3DRZ1_wild,O,1.006178021,0.094286725,0.985103428
PAPA1819Z160h,Glycerolipid metabolism,A0A2K3DRZ1_wild,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)O,-0.326120615,-0.7558797,0.69550401
PAPA1819Z160h,Glycerolipid metabolism,A0A2K3DT60_wild,O,1.188422441,0.042049475,1.091141462
PAPA1819Z160h,Glycerolipid metabolism,A0A2K3DT60_wild,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)O,-0.202293828,-0.792544365,0.878605187
PAPA1819Z1619Zh,Glycerolipid metabolism,A0A2K3D2Y2_wild,O,1.057217598,-0.269749463,0.752048135
PAPA1819Z1619Zh,Glycerolipid metabolism,A0A2K3D2Y2_wild,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)O,-0.424392641,-1.841078401,0.869386375
PAPA1819Z1619Zh,Glycerolipid metabolism,A0A2K3DRZ1_wild,O,1.006178021,0.094286725,0.985103428
PAPA1819Z1619Zh,Glycerolipid metabolism,A0A2K3DRZ1_wild,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)O,-0.277473092,-0.958981633,0.757903874
PAPA1819Z1619Zh,Glycerolipid metabolism,A0A2K3DT60_wild,O,1.188422441,0.042049475,1.091141462
PAPA1819Z1619Zh,Glycerolipid metabolism,A0A2K3DT60_wild,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)O,-0.164944947,-0.973650277,0.92419976
PAPA1819Z18111Zh,Glycerolipid metabolism,A0A2K3D2Y2_wild,O,1.057217598,-0.269749463,0.752048135
